,Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Social support,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,CODE,TYPE
47,Ecuador,Latin America and Caribbean,48,5.975,0.8640200000000001,0.99903,0.79075,0.48573999999999995,0.1809,0.11540999999999998,2.5394200000000002,ECU,developing
48,Bahrain,Middle East and Northern Africa,49,5.96,1.32376,1.21624,0.74716,0.45492,0.306,0.17362,1.73797,BHR,developed
49,Italy,Western Europe,50,5.9479999999999995,1.25114,1.19777,0.9544600000000001,0.26236,0.02901,0.22823000000000002,2.0251799999999998,ITA,developed
50,Bolivia,Latin America and Caribbean,51,5.89,0.68133,0.97841,0.5392,0.57414,0.08800000000000001,0.20536,2.82334,BOL,developing
51,Moldova,Central and Eastern Europe,52,5.888999999999999,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,MDA,developing
52,Paraguay,Latin America and Caribbean,53,5.877999999999999,0.75985,1.30477,0.66098,0.53899,0.08242000000000001,0.3424,2.18896,PRY,developing
53,Kazakhstan,Central and Eastern Europe,54,5.855,1.1225399999999999,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,2.24729,KAZ,developing
54,Slovenia,Central and Eastern Europe,55,5.848,1.18498,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,1.6158299999999999,SVN,developed
55,Lithuania,Central and Eastern Europe,56,5.832999999999999,1.14723,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,2.4464900000000003,LTU,developed
56,Nicaragua,Latin America and Caribbean,57,5.827999999999999,0.59325,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.32407,NIC,developing
57,Peru,Latin America and Caribbean,58,5.824,0.9001899999999999,0.97459,0.73017,0.41496000000000005,0.05989,0.14982,2.5945,PER,developing
58,Belarus,Central and Eastern Europe,59,5.813,1.0319200000000002,1.23289,0.7360800000000001,0.37938,0.1909,0.11045999999999999,2.1309,BLR,developed
59,Poland,Central and Eastern Europe,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86565,POL,developed
60,Malaysia,Southeastern Asia,61,5.77,1.12486,1.07023,0.7239399999999999,0.5302399999999999,0.10500999999999999,0.33075,1.8854099999999998,MYS,developing
61,Croatia,Central and Eastern Europe,62,5.7589999999999995,1.08254,0.79624,0.78805,0.25883,0.0243,0.054439999999999995,2.75414,HRV,developed
62,Libya,Middle East and Northern Africa,63,5.754,1.13145,1.1186200000000002,0.7038,0.41668,0.11023,0.18295,2.0906599999999997,LBY,developing
63,Russia,Central and Eastern Europe,64,5.716,1.13764,1.23617,0.6692600000000001,0.36679,0.03005,0.00199,2.27394,RUS,developing
64,Jamaica,Latin America and Caribbean,65,5.709,0.81038,1.1510200000000002,0.6874100000000001,0.50442,0.02299,0.2123,2.32038,JAM,developing
65,North Cyprus,Western Europe,66,5.695,1.2080600000000001,1.07008,0.92356,0.49027,0.1428,0.26169000000000003,1.5988799999999999,CYP,developing
66,Cyprus,Western Europe,67,5.689,1.20813,0.89318,0.92356,0.40671999999999997,0.06146,0.30638000000000004,1.8893099999999998,CYP,developed
67,Algeria,Middle East and Northern Africa,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17382999999999998,0.07822,2.43209,DZA,developing
68,Kosovo,Central and Eastern Europe,69,5.5889999999999995,0.80148,0.81198,0.63132,0.24749000000000002,0.04741,0.2831,2.76579,KSV,developing
69,Turkmenistan,Central and Eastern Europe,70,5.547999999999999,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,1.8698400000000002,TKM,developing
70,Mauritius,Sub-Saharan Africa,71,5.477,1.0076100000000001,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145,MUS,developing
71,Hong Kong,Eastern Asia,72,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,0.6542899999999999,HKG,developed
72,Estonia,Central and Eastern Europe,73,5.428999999999999,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,EST,developed
73,Indonesia,Southeastern Asia,74,5.399,0.8282700000000001,1.0870799999999998,0.63793,0.46611,0.0,0.51535,1.86399,IDN,developing
74,Vietnam,Southeastern Asia,75,5.36,0.63216,0.9122600000000001,0.7467600000000001,0.59444,0.10440999999999999,0.1686,2.20173,VNM,developing
75,Turkey,Middle East and Northern Africa,76,5.332000000000001,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,2.08528,TUR,developing
76,Kyrgyzstan,Central and Eastern Europe,77,5.2860000000000005,0.47428000000000003,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,2.2327,KGZ,developing
77,Nigeria,Sub-Saharan Africa,78,5.268,0.65435,0.9043200000000001,0.16007000000000002,0.34334000000000003,0.0403,0.27233,2.89319,NGA,developing
78,Bhutan,Southern Asia,79,5.252999999999999,0.77042,1.10395,0.57407,0.5320600000000001,0.15445,0.47998,1.63794,BTN,least
79,Azerbaijan,Central and Eastern Europe,80,5.212000000000001,1.02389,0.9379299999999999,0.64045,0.3703,0.16065,0.07799,2.00073,AZE,developing
80,Pakistan,Southern Asia,81,5.194,0.59543,0.41411000000000003,0.51466,0.12102,0.10464000000000001,0.33671,3.1070900000000004,PAK,developing
81,Jordan,Middle East and Northern Africa,82,5.192,0.9019799999999999,1.05392,0.69639,0.40660999999999997,0.14293,0.11052999999999999,1.8799599999999999,JOR,developing
82,Montenegro,Central and Eastern Europe,82,5.192,0.9743799999999999,0.9055700000000001,0.72521,0.1826,0.14296,0.1614,2.10017,MNE,developing
83,China,Eastern Asia,84,5.14,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,1.8604,CHN,developing
84,Zambia,Sub-Saharan Africa,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343,ZMB,least
85,Romania,Central and Eastern Europe,86,5.124,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9312900000000002,ROU,developed
86,Serbia,Central and Eastern Europe,87,5.122999999999999,0.92053,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,2.025,SRB,developing
87,Portugal,Western Europe,88,5.102,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,1.26462,PRT,developed
88,Latvia,Central and Eastern Europe,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,1.62215,LVA,developed
89,Philippines,Southeastern Asia,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279000000000001,0.24991,1.7536,PHL,developing
90,Morocco,Middle East and Northern Africa,92,5.013,0.7347899999999999,0.64095,0.60954,0.41691000000000006,0.08546000000000001,0.07172,2.4537299999999997,MAR,developing
91,Macedonia,Central and Eastern Europe,93,5.007,0.91851,1.00232,0.73545,0.33457,0.053270000000000005,0.22359,1.7393299999999998,MKD,developed
92,Mozambique,Sub-Saharan Africa,94,4.971,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,3.05137,MOZ,least
93,Albania,Central and Eastern Europe,95,4.959,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,1.89894,ALB,developing
94,Bosnia and Herzegovina,Central and Eastern Europe,96,4.949,0.8322299999999999,0.9191600000000001,0.79081,0.09245,0.00227,0.24808000000000002,2.06367,BIH,developing
95,Lesotho,Sub-Saharan Africa,97,4.898,0.37545,1.04103,0.07612000000000001,0.31767,0.12504,0.16388,2.79832,LSO,least
96,Dominican Republic,Latin America and Caribbean,98,4.885,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,1.21305,DOM,developing
97,Laos,Southeastern Asia,99,4.876,0.5906600000000001,0.73803,0.54909,0.59591,0.24249,0.42191999999999996,1.7379900000000001,LAO,developing
98,Mongolia,Eastern Asia,100,4.874,0.82819,1.3006,0.60268,0.43626000000000004,0.026660000000000003,0.3323,1.34759,MNG,developing
99,Swaziland,Sub-Saharan Africa,101,4.867,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2.48676,SWZ,developing
100,Greece,Western Europe,102,4.857,1.15406,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998,GRC,developed
101,Lebanon,Middle East and Northern Africa,103,4.8389999999999995,1.0256399999999999,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,LBN,developing
102,Hungary,Central and Eastern Europe,104,4.8,1.12094,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074,HUN,developing
103,Honduras,Latin America and Caribbean,105,4.788,0.59532,0.9534799999999999,0.6951,0.40148,0.06825,0.23026999999999997,1.84408,HND,developing
104,Tajikistan,Central and Eastern Europe,106,4.7860000000000005,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,TJK,developing
105,Tunisia,Middle East and Northern Africa,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,Tunisia,developing
106,Bangladesh,Southern Asia,109,4.694,0.39753,0.43106000000000005,0.60164,0.4082,0.12569,0.21222,2.51767,BGD,least
107,Iran,Middle East and Northern Africa,110,4.686,1.0088,0.54447,0.69805,0.30033000000000004,0.058629999999999995,0.38086,1.6944,IRN,developing
108,Ukraine,Central and Eastern Europe,111,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,UKR,developing
109,Iraq,Middle East and Northern Africa,112,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922000000000002,1.95335,IRQ,developing
110,South Africa,Sub-Saharan Africa,113,4.6419999999999995,0.9204899999999999,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998,ZAF,developing
111,Ghana,Sub-Saharan Africa,114,4.633,0.5455800000000001,0.6795399999999999,0.40131999999999995,0.42341999999999996,0.04355,0.23087,2.30919,GHA,developing
112,Zimbabwe,Sub-Saharan Africa,115,4.61,0.271,1.0327600000000001,0.33475,0.25861,0.08079,0.18987,2.44191,ZWE,developing
113,Liberia,Sub-Saharan Africa,116,4.571000000000001,0.0712,0.78968,0.34201,0.28531,0.06232000000000001,0.24361999999999998,2.7772900000000003,LBR,least
114,India,Southern Asia,117,4.565,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,2.27513,IND,developing
115,Sudan,Sub-Saharan Africa,118,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,SDN,least
116,Haiti,Latin America and Caribbean,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173,HTI,least
117,Congo (Kinshasa),Sub-Saharan Africa,120,4.5169999999999995,0.0,1.0012,0.09806000000000001,0.22605,0.07625,0.24834,2.86712,COD,least
118,Nepal,Southern Asia,121,4.513999999999999,0.35996999999999996,0.86449,0.5687399999999999,0.38282,0.059070000000000004,0.32295999999999997,1.9563700000000002,NPL,least
119,Ethiopia,Sub-Saharan Africa,122,4.512,0.19072999999999998,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,ETH,least
120,Sierra Leone,Sub-Saharan Africa,123,4.507,0.33024000000000003,0.9557100000000001,0.0,0.4084,0.08786000000000001,0.21488000000000002,2.51009,SLE,least
121,Mauritania,Sub-Saharan Africa,124,4.436,0.45407,0.86908,0.35874,0.24231999999999998,0.17461,0.21899999999999997,2.11773,MRT,least
122,Kenya,Sub-Saharan Africa,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,KEN,developing
123,Djibouti,Sub-Saharan Africa,126,4.369,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2.05125,DJI,least
124,Armenia,Central and Eastern Europe,127,4.35,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,ARM,developing
125,Botswana,Sub-Saharan Africa,128,4.332,0.99355,1.10464,0.047760000000000004,0.49495,0.12474,0.10461,1.46181,BWA,developing
126,Georgia,Central and Eastern Europe,130,4.297,0.7419,0.38561999999999996,0.72926,0.40576999999999996,0.38331,0.055470000000000005,1.59541,GEO,developed
127,Malawi,Sub-Saharan Africa,131,4.292,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,2.8079099999999997,MWI,least
128,Sri Lanka,Southern Asia,132,4.271,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828000000000003,0.67108,LKA,developing
129,Cameroon,Sub-Saharan Africa,133,4.252,0.4225,0.8876700000000001,0.23401999999999998,0.49309,0.05786,0.20618000000000003,1.95071,CMR,developing
130,Bulgaria,Central and Eastern Europe,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,BGR,developed
131,Egypt,Middle East and Northern Africa,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,EGY,developing
132,Yemen,Middle East and Northern Africa,136,4.077,0.5464899999999999,0.68093,0.40064,0.35570999999999997,0.07854,0.09131,1.92313,YEM,least
133,Angola,Sub-Saharan Africa,137,4.033,0.75778,0.8604,0.16683,0.10384000000000002,0.07122,0.12344000000000001,1.9493900000000002,AGO,least
134,Mali,Sub-Saharan Africa,138,3.995,0.26074,1.03526,0.20583,0.38856999999999997,0.12352,0.18798,1.79293,SOM,least
135,Congo (Brazzaville),Sub-Saharan Africa,139,3.989,0.67866,0.6629,0.31051,0.41466000000000003,0.11685999999999999,0.12387999999999999,1.68135,COG,least
136,Comoros,Sub-Saharan Africa,140,3.9560000000000004,0.23906,0.79273,0.36315,0.22916999999999998,0.19899999999999998,0.17440999999999998,1.95812,COM,least
137,Uganda,Sub-Saharan Africa,141,3.931,0.21101999999999999,1.13299,0.33860999999999997,0.45726999999999995,0.07267,0.29066,1.42766,UGA,least
138,Senegal,Sub-Saharan Africa,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10712999999999999,0.20843000000000003,1.44395,SEN,least
139,Gabon,Sub-Saharan Africa,143,3.8960000000000004,1.06024,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895,GAB,developing
140,Niger,Sub-Saharan Africa,144,3.845,0.0694,0.77265,0.29707,0.47691999999999996,0.15639,0.19387000000000001,1.87877,NER,least
141,Cambodia,Southeastern Asia,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,KHM,developing
142,Tanzania,Sub-Saharan Africa,146,3.781,0.2852,1.00268,0.38215,0.32878,0.05747000000000001,0.34376999999999996,1.38079,TZA,least
143,Madagascar,Sub-Saharan Africa,147,3.681,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333000000000002,1.851,MDG,least
144,Central African Republic,Sub-Saharan Africa,148,3.678,0.0785,0.0,0.06699,0.48878999999999995,0.08288999999999999,0.23835,2.7223,CAF,least
145,Chad,Sub-Saharan Africa,149,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.9429599999999998,TCD,least
146,Burkina Faso,Sub-Saharan Africa,152,3.5869999999999997,0.25811999999999996,0.85188,0.27125,0.39493,0.12832000000000002,0.21746999999999997,1.46494,BFA,least
147,Afghanistan,Southern Asia,153,3.575,0.31982,0.30285,0.30335,0.23414000000000001,0.09719,0.3651,1.9521,AFG,developing
148,Rwanda,Sub-Saharan Africa,154,3.465,0.22208000000000003,0.7737,0.42863999999999997,0.59201,0.55191,0.22628,0.67042,RWA,least
149,Benin,Sub-Saharan Africa,155,3.34,0.28665,0.35386,0.3191,0.4845,0.0801,0.1826,1.6332799999999998,BEN,least
150,Syria,Middle East and Northern Africa,156,3.0060000000000002,0.6632,0.47489,0.7219300000000001,0.15684,0.18905999999999998,0.47179,0.32858000000000004,SYR,developing
151,Burundi,Sub-Saharan Africa,157,2.905,0.0153,0.41586999999999996,0.22396,0.1185,0.10062,0.19727,1.83302,BDI,least
152,Togo,Sub-Saharan Africa,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10730999999999999,0.16680999999999999,1.56726,TGO,least
